Grapheme	Name	Alias	advancedTongueRoot	anterior	approximant	back	click	consonantal	constrictedGlottis	continuant	coronal	delayedRelease	distributed	dorsal	epilaryngealSource	fortis	front	high	labial	labiodental	lateral	long	low	loweredLarynxImplosive	nasal	periodicGlottalSource	raisedLarynxEjective	retractedTongueRoot	round	short	sonorant	spreadGlottis	stress	strident	syllabic	tap	tense	tone	trill
y̰ː	latin small letter y - combining tilde below - modifier letter triangular colon		-	0	+	-	0	-	+	+	-	0	0	+	-	0	+	+	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-	0	+	-	+	0	-
z	latin small letter z		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
zʲ	latin small letter z - modifier letter small j		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
zʲː	latin small letter z - modifier letter small j - modifier letter triangular colon		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	-	0	-	+	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
zʷ	latin small letter z - modifier letter small w		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	+	-	-	0	0	-
zˀ	latin small letter z - modifier letter glottal stop		0	+	-	0	-	+	+	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
zː	latin small letter z - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
zˠ	latin small letter z - modifier letter small gamma		0	+	-	-	-	+	-	+	+	+	-	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
zˤ	latin small letter z - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	+	-	-	0	0	-
zˤː	latin small letter z - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	+	0	-	-	-	-	+	-	-	0	0	-
z̞̩	latin small letter z - combining down tack below - combining vertical line below		0	+	+	0	-	-	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	+	+	-	0	0	-
z̞̩ˠ	latin small letter z - combining down tack below - combining vertical line below - modifier letter small gamma		0	+	+	-	-	-	-	+	+	0	-	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	+	+	-	0	0	-
z̞̩̃ˠ	latin small letter z - combining down tack below - combining vertical line below - combining tilde - modifier letter small gamma		0	+	+	-	-	-	-	+	+	0	-	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	+	+	-	0	0	-
z̟	latin small letter z - combining plus sign below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̠	latin small letter z - combining minus sign below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̤	latin small letter z - combining diaeresis below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	+	-	+	-	-	0	0	-
z̥	latin small letter z - combining ring below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
z̩	latin small letter z - combining vertical line below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	+	-	0	0	-
z̪	latin small letter z - combining bridge below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̪|z	latin small letter z - combining bridge below - vertical line - latin small letter z		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̪ʲ	latin small letter z - combining bridge below - modifier letter small j		0	+	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̪ʲ|zʲ	latin small letter z - combining bridge below - modifier letter small j - vertical line - latin small letter z - modifier letter small j		0	+	-	-	-	+	-	+	+	+	0	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̪ʷ	latin small letter z - combining bridge below - modifier letter small w		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	+	-	-	0	0	-
z̪ʷ|zʷ	latin small letter z - combining bridge below - modifier letter small w - vertical line - latin small letter z - modifier letter small w		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	-	-	-	+	-	-	0	0	-
z̪ː	latin small letter z - combining bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̪ˤ	latin small letter z - combining bridge below - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	+	-	-	0	0	-
z̪ˤ|zˤ	latin small letter z - combining bridge below - modifier letter small reversed glottal stop - vertical line - latin small letter z - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	+	-	-	0	0	-
z̪ˤː	latin small letter z - combining bridge below - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	+	0	-	-	-	-	+	-	-	0	0	-
z̪̻	latin small letter z - combining bridge below - combining square below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̪͇|z͇	latin small letter z - combining bridge below - combining equals sign below - vertical line - latin small letter z - combining equals sign below		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
z̺	latin small letter z - combining inverted bridge below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̻	latin small letter z - combining square below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z̻ː	latin small letter z - combining square below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
z͇	latin small letter z - combining equals sign below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
z͈ː	latin small letter z - combining double vertical line below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	-	-	-	+	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
æ	latin small letter ae		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	+	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
æː	latin small letter ae - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	+	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
æˑ	latin small letter ae - modifier letter half triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	+	-	-	+	-	-	0	+	+	-	-	0	+	-	0	0	-
æˤ	latin small letter ae - modifier letter small reversed glottal stop		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	+	-	-	+	-	+	0	-	+	-	-	0	+	-	0	0	-
æ̃	latin small letter ae - combining tilde		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	+	-	+	+	-	-	0	-	+	-	-	0	+	-	0	0	-
æ̃ː	latin small letter ae - combining tilde - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	+	-	+	+	-	-	0	-	+	-	-	0	+	-	0	0	-
æ̞̃	latin small letter ae - combining down tack below - combining tilde		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	+	-	+	+	-	-	0	-	+	-	-	0	+	-	0	0	-
æ̤	latin small letter ae - combining diaeresis below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	-	+	-	-	+	-	-	0	-	+	+	-	0	+	-	0	0	-
æ̤ː	latin small letter ae - combining diaeresis below - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	-	0	-	+	+	-	-	+	-	-	0	-	+	+	-	0	+	-	0	0	-
æ̰	latin small letter ae - combining tilde below		-	0	+	-	0	-	+	+	-	0	0	+	-	0	+	-	-	0	-	-	+	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
ç	latin small letter c with cedilla		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
çʰ	latin small letter c with cedilla - modifier letter small h		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
çʲ	latin small letter c with cedilla - modifier letter small j		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
çʷ	latin small letter c with cedilla - modifier letter small w		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	-	-	-	0	0	-
çː	latin small letter c with cedilla - modifier letter triangular colon		0	-	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	+	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ç̟	latin small letter c with cedilla - combining plus sign below		0	+	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ð	latin small letter eth		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ðʲ	latin small letter eth - modifier letter small j		0	+	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ðʼ	latin small letter eth - modifier letter apostrophe		0	+	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	-	-	-	0	0	-
ðː	latin small letter eth - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ðˠ	latin small letter eth - modifier letter small gamma		0	+	-	-	-	+	-	+	+	+	+	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ðˤ	latin small letter eth - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
ð̞	latin small letter eth - combining down tack below		0	+	+	0	-	-	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ð̪	latin small letter eth - combining bridge below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ð̪̙ˤ	latin small letter eth - combining bridge below - combining right tack below - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	-	-	-	-	-	-	0	0	-
ð̪̺	latin small letter eth - combining bridge below - combining inverted bridge below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ð̺̞	latin small letter eth - combining inverted bridge below - combining down tack below		0	+	+	0	-	-	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ð͇ˠ	latin small letter eth - combining equals sign below - modifier letter small gamma		0	+	-	-	-	+	-	+	+	+	+	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ð͉	latin small letter eth - combining left angle below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	-	-	-	0	0	-
ø	latin small letter o with stroke		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	+	0	-
øː	latin small letter o with stroke - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-	0	+	-	+	0	-
øˑ	latin small letter o with stroke - modifier letter half triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	+	+	+	-	-	0	+	-	+	0	-
ø̃	latin small letter o with stroke - combining tilde		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	+	+	-	-	+	-	+	-	-	0	+	-	+	0	-
ø̃ː	latin small letter o with stroke - combining tilde - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	+	+	-	-	+	-	+	-	-	0	+	-	+	0	-
ø̆	latin small letter o with stroke - combining breve		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	+	+	-	-	0	+	-	+	0	-
ø̞	latin small letter o with stroke - combining down tack below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ø̞ː	latin small letter o with stroke - combining down tack below - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ø̞ˤ	latin small letter o with stroke - combining down tack below - modifier letter small reversed glottal stop		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	+	+	-	+	-	-	0	+	-	0	0	-
ø̞̜	latin small letter o with stroke - combining down tack below - combining left half ring below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
ø̞̜ː	latin small letter o with stroke - combining down tack below - combining left half ring below - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
ø̠	latin small letter o with stroke - combining minus sign below		-	-	+	-	0	-	-	+	-	0	+	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	+	0	-
ø̠̞	latin small letter o with stroke - combining minus sign below - combining down tack below		-	-	+	-	0	-	-	+	-	0	+	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ø̤	latin small letter o with stroke - combining diaeresis below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	+	-	0	+	-	+	0	-
ø̰	latin small letter o with stroke - combining tilde below		-	0	+	-	0	-	+	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	+	0	-
ħ	latin small letter h with stroke		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	-	0	-	-	+	-	-	-	-	0	0	-	-	-	-	0	-	-	0	0	-
ħʷ	latin small letter h with stroke - modifier letter small w		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	+	-	-	-	+	-	-	-	-	0	+	-	-	-	-	0	-	-	0	0	-
ħː	latin small letter h with stroke - modifier letter triangular colon		0	0	-	+	-	+	-	+	-	+	0	+	-	-	-	-	-	0	-	+	+	-	-	-	-	0	0	-	-	-	-	0	-	-	0	0	-
ħ̃ʲ	latin small letter h with stroke - combining tilde - modifier letter small j		0	0	-	-	-	+	-	+	-	+	0	+	-	-	+	+	-	0	-	-	-	-	+	-	-	0	0	-	-	-	-	0	-	-	0	0	-
ħ͈ː	latin small letter h with stroke - combining double vertical line below - modifier letter triangular colon		0	0	-	+	-	+	-	+	-	+	0	+	-	+	-	-	-	0	-	+	+	-	-	-	-	0	0	-	-	-	-	0	-	-	0	0	-
ŋ	latin small letter eng		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋʰ	latin small letter eng - modifier letter small h		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	-	-	0	0	-	+	+	-	0	-	-	0	0	-
ŋʱ	latin small letter eng - modifier letter small h with hook		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	+	-	0	-	-	0	0	-
ŋʲ	latin small letter eng - modifier letter small j		0	0	-	-	-	+	-	-	-	0	0	+	-	-	+	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋʲː	latin small letter eng - modifier letter small j - modifier letter triangular colon		0	0	-	-	-	+	-	-	-	0	0	+	-	-	+	+	-	0	-	+	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋʷ	latin small letter eng - modifier letter small w		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	+	-	-	-	-	-	+	+	-	0	+	-	+	-	-	0	-	-	0	0	-
ŋʷʲ	latin small letter eng - modifier letter small w - modifier letter small j		0	0	-	-	-	+	-	-	-	0	0	+	-	-	+	+	+	-	-	-	-	-	+	+	-	0	+	-	+	-	-	0	-	-	0	0	-
ŋʷː	latin small letter eng - modifier letter small w - modifier letter triangular colon		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	+	-	-	+	-	-	+	+	-	0	+	-	+	-	-	0	-	-	0	0	-
ŋˀ	latin small letter eng - modifier letter glottal stop		0	0	-	-	-	+	+	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋː	latin small letter eng - modifier letter triangular colon		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	+	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋˑ	latin small letter eng - modifier letter half triangular colon		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	+	-	-	+	+	-	0	0	+	+	-	-	0	-	-	0	0	-
ŋˤ	latin small letter eng - modifier letter small reversed glottal stop		-	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	+	0	-	+	-	-	0	-	-	0	0	-
ŋ̊	latin small letter eng - combining ring above		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	-	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋ̞	latin small letter eng - combining down tack below		0	0	-	-	-	+	-	-	-	+	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋ̟	latin small letter eng - combining plus sign below		0	0	-	-	-	+	-	-	-	0	0	+	-	-	+	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋ̤	latin small letter eng - combining diaeresis below		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	+	-	0	-	-	0	0	-
ŋ̤ʱ	latin small letter eng - combining diaeresis below - modifier letter small h with hook		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	+	-	0	-	-	0	0	-
ŋ̥	latin small letter eng - combining ring below		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	-	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋ̥ʲ	latin small letter eng - combining ring below - modifier letter small j		0	0	-	-	-	+	-	-	-	0	0	+	-	-	+	+	-	0	-	-	-	-	+	-	-	0	0	-	+	-	-	0	-	-	0	0	-
ŋ̥ʷ	latin small letter eng - combining ring below - modifier letter small w		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	+	-	-	-	-	-	+	-	-	0	+	-	+	-	-	0	-	-	0	0	-
ŋ̩	latin small letter eng - combining vertical line below		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	+	-	0	0	-
ŋ̩ʷ	latin small letter eng - combining vertical line below - modifier letter small w		0	0	-	-	-	+	-	-	-	0	0	+	-	-	-	+	+	-	-	-	-	-	+	+	-	0	+	-	+	-	-	0	+	-	0	0	-
ŋ̰	latin small letter eng - combining tilde below		0	0	-	-	-	+	+	-	-	0	0	+	-	-	-	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	0	-	-	0	0	-
œ	latin small ligature oe		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œː	latin small ligature oe - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̃	latin small ligature oe - combining tilde		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	+	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̃ː	latin small ligature oe - combining tilde - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	+	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̜	latin small ligature oe - combining left half ring below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	0	-	+	-	-	0	+	-	-	0	-
œ̜ː	latin small ligature oe - combining left half ring below - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	0	-	+	-	-	0	+	-	-	0	-
œ̞	latin small ligature oe - combining down tack below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	0	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̞ː	latin small ligature oe - combining down tack below - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	+	0	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̠	latin small ligature oe - combining minus sign below		-	-	+	-	0	-	-	+	-	0	+	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̠ː	latin small ligature oe - combining minus sign below - modifier letter triangular colon		-	-	+	-	0	-	-	+	-	0	+	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
œ̤	latin small ligature oe - combining diaeresis below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	+	-	+	-	-	-	-	-	-	+	-	-	+	-	+	+	-	0	+	-	-	0	-
œ̰ː	latin small ligature oe - combining tilde below - modifier letter triangular colon		-	0	+	-	0	-	+	+	-	0	0	+	-	0	+	-	+	-	-	+	-	-	-	+	-	-	+	-	+	-	-	0	+	-	-	0	-
ȴ	latin small letter l with curl		0	+	+	-	-	+	-	+	+	0	+	+	-	-	+	+	-	0	+	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ȴʷ	latin small letter l with curl - modifier letter small w		0	+	+	-	-	+	-	+	+	0	+	+	-	-	+	+	+	-	+	-	-	-	-	+	-	0	+	-	+	-	-	-	-	-	0	0	-
ȵ	latin small letter n with curl		0	+	-	-	-	+	-	-	+	0	+	+	-	-	+	+	-	0	-	-	-	-	+	+	-	0	0	-	+	-	-	-	-	-	0	0	-
ȵʷ	latin small letter n with curl - modifier letter small w		0	+	-	-	-	+	-	-	+	0	+	+	-	-	+	+	+	-	-	-	-	-	+	+	-	0	+	-	+	-	-	-	-	-	0	0	-
ȶ	latin small letter t with curl		0	+	-	-	-	+	-	-	+	-	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ȶʷ	latin small letter t with curl - modifier letter small w		0	+	-	-	-	+	-	-	+	-	+	+	-	-	+	+	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	-	-	-	0	0	-
ȶ͈	latin small letter t with curl - combining double vertical line below		0	+	-	-	-	+	-	-	+	-	+	+	-	+	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ȶ͉	latin small letter t with curl - combining left angle below		0	+	-	-	-	+	-	-	+	-	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ɐ	latin small letter turned a		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	+	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɐː	latin small letter turned a - modifier letter triangular colon		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	+	+	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɐˤ	latin small letter turned a - modifier letter small reversed glottal stop		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	+	-	-	+	-	+	+	-	+	-	-	0	+	-	0	0	-
ɐ̃	latin small letter turned a - combining tilde		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	+	-	+	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɐ̆	latin small letter turned a - combining breve		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	+	-	-	+	-	-	+	+	+	-	-	0	+	-	0	0	-
ɐ̟	latin small letter turned a - combining plus sign below		-	0	+	-	0	-	-	+	-	0	0	+	-	0	0	-	+	-	-	-	+	-	-	+	-	-	+	-	+	-	-	0	+	-	0	0	-
ɐ̹̆	latin small letter turned a - combining right half ring below - combining breve		-	0	+	-	0	-	-	+	-	0	0	+	-	0	-	-	+	-	-	-	+	-	-	+	-	-	+	+	+	-	-	0	+	-	0	0	-
ɑ	latin small letter alpha		-	0	+	+	0	-	-	+	-	0	0	+	-	0	-	-	-	0	-	-	+	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
ɑː	latin small letter alpha - modifier letter triangular colon		-	0	+	+	0	-	-	+	-	0	0	+	-	0	-	-	-	0	-	+	+	-	-	+	-	-	0	-	+	-	-	0	+	-	0	0	-
