GRAPHEME	NAME
dɮʲʷʰ	palatalized labialized aspirated voiced alveolar lateral affricate consonant
dɮʲː	palatalized long voiced alveolar lateral affricate consonant
dɮʷ	labialized voiced alveolar lateral affricate consonant
dɮʷʰ	labialized aspirated voiced alveolar lateral affricate consonant
dɮʷʰː	labialized aspirated long voiced alveolar lateral affricate consonant
dɮʷʰˠ	labialized aspirated velarized voiced alveolar lateral affricate consonant
dɮʷʰˤ	labialized aspirated pharyngealized voiced alveolar lateral affricate consonant
dɮʷʱ	labialized breathy voiced alveolar lateral affricate consonant
dɮʷˀ	labialized glottalized voiced alveolar lateral affricate consonant
dɮʷː	labialized long voiced alveolar lateral affricate consonant
dɮʷˠ	labialized velarized voiced alveolar lateral affricate consonant
dɮʷˤ	labialized pharyngealized voiced alveolar lateral affricate consonant
dɮˀ	glottalized voiced alveolar lateral affricate consonant
dɮː	long voiced alveolar lateral affricate consonant
dɮˠ	velarized voiced alveolar lateral affricate consonant
dɮˠː	velarized long voiced alveolar lateral affricate consonant
dɮˤ	pharyngealized voiced alveolar lateral affricate consonant
dɮˤː	pharyngealized long voiced alveolar lateral affricate consonant
dɮ̃	nasalized voiced alveolar lateral affricate consonant
dɮ̃ː	nasalized long voiced alveolar lateral affricate consonant
dɮ̃ˤ	nasalized pharyngealized voiced alveolar lateral affricate consonant
dɮ̟	advanced voiced alveolar lateral affricate consonant
dɮ̠	retracted voiced alveolar lateral affricate consonant
dɮ̰	creaky voiced alveolar lateral affricate consonant
dɮ̰ʲ	palatalized creaky voiced alveolar lateral affricate consonant
dɮ̰ʷ	labialized creaky voiced alveolar lateral affricate consonant
dɮ̰ː	long creaky voiced alveolar lateral affricate consonant
dɮ̰ˠ	velarized creaky voiced alveolar lateral affricate consonant
dɮ̰ˤ	pharyngealized creaky voiced alveolar lateral affricate consonant
dɮ̰̃	nasalized creaky voiced alveolar lateral affricate consonant
dɮ̺	voiced apical alveolar lateral affricate consonant
dɮ̻	voiced laminal alveolar lateral affricate consonant
dɮᶣ	labio-palatalized voiced alveolar lateral affricate consonant
dɮᶣʰ	labio-palatalized aspirated voiced alveolar lateral affricate consonant
dɮ’	voiced alveolar ejective lateral affricate consonant
dʑ	voiced alveolo-palatal sibilant affricate consonant
dʑʰ	aspirated voiced alveolo-palatal sibilant affricate consonant
dʑʰː	aspirated long voiced alveolo-palatal sibilant affricate consonant
dʑʰˠ	aspirated velarized voiced alveolo-palatal sibilant affricate consonant
dʑʰˤ	aspirated pharyngealized voiced alveolo-palatal sibilant affricate consonant
dʑʱ	breathy voiced alveolo-palatal sibilant affricate consonant
dʑʱː	long breathy voiced alveolo-palatal sibilant affricate consonant
dʑʱˠ	velarized breathy voiced alveolo-palatal sibilant affricate consonant
dʑʱˤ	pharyngealized breathy voiced alveolo-palatal sibilant affricate consonant
dʑʲ	palatalized voiced alveolo-palatal sibilant affricate consonant
dʑʲʰ	palatalized aspirated voiced alveolo-palatal sibilant affricate consonant
dʑʲʱ	palatalized breathy voiced alveolo-palatal sibilant affricate consonant
dʑʲʷ	palatalized labialized voiced alveolo-palatal sibilant affricate consonant
dʑʲʷʰ	palatalized labialized aspirated voiced alveolo-palatal sibilant affricate consonant
dʑʲː	palatalized long voiced alveolo-palatal sibilant affricate consonant
dʑʷ	labialized voiced alveolo-palatal sibilant affricate consonant
dʑʷʰ	labialized aspirated voiced alveolo-palatal sibilant affricate consonant
dʑʷʰː	labialized aspirated long voiced alveolo-palatal sibilant affricate consonant
dʑʷʰˠ	labialized aspirated velarized voiced alveolo-palatal sibilant affricate consonant
dʑʷʰˤ	labialized aspirated pharyngealized voiced alveolo-palatal sibilant affricate consonant
dʑʷʱ	labialized breathy voiced alveolo-palatal sibilant affricate consonant
dʑʷˀ	labialized glottalized voiced alveolo-palatal sibilant affricate consonant
dʑʷː	labialized long voiced alveolo-palatal sibilant affricate consonant
dʑʷˠ	labialized velarized voiced alveolo-palatal sibilant affricate consonant
dʑʷˤ	labialized pharyngealized voiced alveolo-palatal sibilant affricate consonant
dʑˀ	glottalized voiced alveolo-palatal sibilant affricate consonant
dʑː	long voiced alveolo-palatal sibilant affricate consonant
dʑˠ	velarized voiced alveolo-palatal sibilant affricate consonant
dʑˠː	velarized long voiced alveolo-palatal sibilant affricate consonant
dʑˤ	pharyngealized voiced alveolo-palatal sibilant affricate consonant
dʑˤː	pharyngealized long voiced alveolo-palatal sibilant affricate consonant
dʑ̃	nasalized voiced alveolo-palatal sibilant affricate consonant
dʑ̃ː	nasalized long voiced alveolo-palatal sibilant affricate consonant
dʑ̃ˤ	nasalized pharyngealized voiced alveolo-palatal sibilant affricate consonant
dʑ̟	advanced voiced alveolo-palatal sibilant affricate consonant
dʑ̠	retracted voiced alveolo-palatal sibilant affricate consonant
dʑ̰	creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̰ʲ	palatalized creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̰ʷ	labialized creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̰ː	long creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̰ˠ	velarized creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̰ˤ	pharyngealized creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̰̃	nasalized creaky voiced alveolo-palatal sibilant affricate consonant
dʑ̺	voiced apical alveolo-palatal sibilant affricate consonant
dʑ̻	voiced laminal alveolo-palatal sibilant affricate consonant
dʑᶣ	labio-palatalized voiced alveolo-palatal sibilant affricate consonant
dʑᶣʰ	labio-palatalized aspirated voiced alveolo-palatal sibilant affricate consonant
dʒ	voiced post-alveolar sibilant affricate consonant
dʒʰ	aspirated voiced post-alveolar sibilant affricate consonant
dʒʰː	aspirated long voiced post-alveolar sibilant affricate consonant
dʒʰˠ	aspirated velarized voiced post-alveolar sibilant affricate consonant
dʒʰˤ	aspirated pharyngealized voiced post-alveolar sibilant affricate consonant
dʒʱ	breathy voiced post-alveolar sibilant affricate consonant
dʒʱː	long breathy voiced post-alveolar sibilant affricate consonant
dʒʱˠ	velarized breathy voiced post-alveolar sibilant affricate consonant
dʒʱˤ	pharyngealized breathy voiced post-alveolar sibilant affricate consonant
dʒʲ	palatalized voiced post-alveolar sibilant affricate consonant
dʒʲʰ	palatalized aspirated voiced post-alveolar sibilant affricate consonant
dʒʲʱ	palatalized breathy voiced post-alveolar sibilant affricate consonant
dʒʲʷ	palatalized labialized voiced post-alveolar sibilant affricate consonant
dʒʲʷʰ	palatalized labialized aspirated voiced post-alveolar sibilant affricate consonant
dʒʲː	palatalized long voiced post-alveolar sibilant affricate consonant
dʒʷ	labialized voiced post-alveolar sibilant affricate consonant
dʒʷʰ	labialized aspirated voiced post-alveolar sibilant affricate consonant
dʒʷʰː	labialized aspirated long voiced post-alveolar sibilant affricate consonant
dʒʷʰˠ	labialized aspirated velarized voiced post-alveolar sibilant affricate consonant
dʒʷʰˤ	labialized aspirated pharyngealized voiced post-alveolar sibilant affricate consonant
dʒʷʱ	labialized breathy voiced post-alveolar sibilant affricate consonant
dʒʷˀ	labialized glottalized voiced post-alveolar sibilant affricate consonant
dʒʷː	labialized long voiced post-alveolar sibilant affricate consonant
dʒʷˠ	labialized velarized voiced post-alveolar sibilant affricate consonant
dʒʷˤ	labialized pharyngealized voiced post-alveolar sibilant affricate consonant
dʒˀ	glottalized voiced post-alveolar sibilant affricate consonant
dʒˠ	velarized voiced post-alveolar sibilant affricate consonant
dʒˠː	velarized long voiced post-alveolar sibilant affricate consonant
dʒˤ	pharyngealized voiced post-alveolar sibilant affricate consonant
dʒˤː	pharyngealized long voiced post-alveolar sibilant affricate consonant
dʒ̃	nasalized voiced post-alveolar sibilant affricate consonant
dʒ̃ː	nasalized long voiced post-alveolar sibilant affricate consonant
dʒ̃ˤ	nasalized pharyngealized voiced post-alveolar sibilant affricate consonant
dʒ̟	advanced voiced post-alveolar sibilant affricate consonant
dʒ̠	retracted voiced post-alveolar sibilant affricate consonant
dʒ̰	creaky voiced post-alveolar sibilant affricate consonant
dʒ̰ʲ	palatalized creaky voiced post-alveolar sibilant affricate consonant
dʒ̰ʷ	labialized creaky voiced post-alveolar sibilant affricate consonant
dʒ̰ː	long creaky voiced post-alveolar sibilant affricate consonant
dʒ̰ˠ	velarized creaky voiced post-alveolar sibilant affricate consonant
dʒ̰ˤ	pharyngealized creaky voiced post-alveolar sibilant affricate consonant
dʒ̰̃	nasalized creaky voiced post-alveolar sibilant affricate consonant
dʒ̺	voiced apical post-alveolar sibilant affricate consonant
dʒ̻	voiced laminal post-alveolar sibilant affricate consonant
dʒᶣ	labio-palatalized voiced post-alveolar sibilant affricate consonant
dʒᶣʰ	labio-palatalized aspirated voiced post-alveolar sibilant affricate consonant
dʒ’	voiced post-alveolar ejective sibilant affricate consonant
dʰ	aspirated voiced alveolar stop consonant
dʰː	aspirated long voiced alveolar stop consonant
dʰˠ	aspirated velarized voiced alveolar stop consonant
dʰˤ	aspirated pharyngealized voiced alveolar stop consonant
dʱ	breathy voiced alveolar stop consonant
dʱː	long breathy voiced alveolar stop consonant
dʱˠ	velarized breathy voiced alveolar stop consonant
dʱˤ	pharyngealized breathy voiced alveolar stop consonant
dʲ	palatalized voiced alveolar stop consonant
dʲʰ	palatalized aspirated voiced alveolar stop consonant
dʲʰː	palatalized aspirated long voiced alveolar stop consonant
dʲʱ	palatalized breathy voiced alveolar stop consonant
dʲʷ	palatalized labialized voiced alveolar stop consonant
dʲʷʰ	palatalized labialized aspirated voiced alveolar stop consonant
dʲː	palatalized long voiced alveolar stop consonant
dʷ	labialized voiced alveolar stop consonant
dʷʰ	labialized aspirated voiced alveolar stop consonant
dʷʰː	labialized aspirated long voiced alveolar stop consonant
dʷʰˠ	labialized aspirated velarized voiced alveolar stop consonant
dʷʰˤ	labialized aspirated pharyngealized voiced alveolar stop consonant
dʷʱ	labialized breathy voiced alveolar stop consonant
dʷˀ	labialized glottalized voiced alveolar stop consonant
dʷː	labialized long voiced alveolar stop consonant
dʷˠ	labialized velarized voiced alveolar stop consonant
dʷˤ	labialized pharyngealized voiced alveolar stop consonant
dˀ	glottalized voiced alveolar stop consonant
dː	long voiced alveolar stop consonant
dːʒ	long voiced post-alveolar sibilant affricate consonant
dˠ	velarized voiced alveolar stop consonant
dˠː	velarized long voiced alveolar stop consonant
dˡ	with-lateral-release voiced alveolar stop consonant
dˤ	pharyngealized voiced alveolar stop consonant
dˤː	pharyngealized long voiced alveolar stop consonant
d̃	nasalized voiced alveolar stop consonant
d̃ː	nasalized long voiced alveolar stop consonant
d̃ˤ	nasalized pharyngealized voiced alveolar stop consonant
d̚	unreleased voiced alveolar stop consonant
d̞	lowered voiced alveolar stop consonant
d̟	advanced voiced alveolar stop consonant
d̠	voiced post-alveolar stop consonant
d̠ʰ	aspirated voiced post-alveolar stop consonant
d̠ʰː	aspirated long voiced post-alveolar stop consonant
d̠ʲ	palatalized voiced post-alveolar stop consonant
d̠ʲː	palatalized long voiced post-alveolar stop consonant
d̠ʷ	labialized voiced post-alveolar stop consonant
d̠ʷː	labialized long voiced post-alveolar stop consonant
d̠ː	long voiced post-alveolar stop consonant
d̠̰	creaky voiced post-alveolar stop consonant
d̠ⁿ	with-nasal-release voiced post-alveolar stop consonant
d̥	devoiced voiced alveolar stop consonant
d̥ʰ	aspirated devoiced voiced alveolar stop consonant
d̥ʱ	devoiced breathy voiced alveolar stop consonant
d̥ʲ	palatalized devoiced voiced alveolar stop consonant
d̥ː	long devoiced voiced alveolar stop consonant
d̥̚	unreleased devoiced voiced alveolar stop consonant
d̥ⁿ	with-nasal-release devoiced voiced alveolar stop consonant
d̩	syllabic voiced alveolar stop consonant
d̩ʲ	syllabic palatalized voiced alveolar stop consonant
d̩ʲː	syllabic palatalized long voiced alveolar stop consonant
d̩ʷ	syllabic labialized voiced alveolar stop consonant
d̩ʷː	syllabic labialized long voiced alveolar stop consonant
d̩ː	syllabic long voiced alveolar stop consonant
d̪	voiced dental stop consonant
d̪ɮ	voiced dental lateral affricate consonant
d̪ʰ	aspirated voiced dental stop consonant
d̪ʰː	aspirated long voiced dental stop consonant
d̪ʰˠ	aspirated velarized voiced dental stop consonant
d̪ʰˤ	aspirated pharyngealized voiced dental stop consonant
d̪ʱ	breathy voiced dental stop consonant
d̪ʱː	long breathy voiced dental stop consonant
d̪ʱˠ	velarized breathy voiced dental stop consonant
d̪ʱˤ	pharyngealized breathy voiced dental stop consonant
d̪ʲ	palatalized voiced dental stop consonant
